,Product:,Sale Date:,Category:,Quantity:,Total Price:,Total Profit:,Payment Type:,Customer Details:
3465,Navy/White Long Sleeve Gingham Cheque Shirt,2025-11-24,Men  — Shirts,2,58.00,22.04,Credit Card,ID 17931City: MeathGender: MAge Category: 55–64
3466,Blue Puff Sleeve T-shirt Five Pack,25 Nov 2025,Children — Girls Clothing,1,21.50,10.96,Debit Card,ID 17931Location: MeathGender: MAge Category: 55-64
3467,Blue Puff Sleeve T-shirt Five Pack,25 Nov 2025,Children — Girls Clothing,1,21.50,10.96,Debit Card,ID 17931Location: MeathGender: MAge Category: 55-64
3468,Black Single Cuff Shirt,2025-11-25,Men — Shirts,2,EUR 84.00,EUR 31.92,Debit Card,ID 8850City: DublinGender: MAge: 25—34
3469,Black Single Cuff Shirt,2025-11-25,Men — Shirts,2,EUR 84.00,EUR 31.92,Debit Card,ID 8850City: DublinGender: MAge: 25—34
3470,Multi Short Sleeve Character T-shirt,2025-11-25,Children — Boys Clothing,1,€16.50,€8.41,Debit Card,ID 15700From: WicklowGender: FemaleAge Range: 45–54
3471,Multi Short Sleeve Character T-shirt,2025-11-25,Children — Boys Clothing,1,€16.50,€8.41,Debit Card,ID 15700From: WicklowGender: FemaleAge Range: 45–54
3472,Navy Herringbone Throw,2025-11-25,Homeware — Bed Bath,2,€178.00,€62.30,Credit Card,Cust ID: 8653From: DublinGender: MaleAge Group: 55-64
3473,Navy Herringbone Throw,2025-11-25,Homeware — Bed Bath,2,€178.00,€62.30,Credit Card,Cust ID: 8653From: DublinGender: MaleAge Group: 55-64
3474,Mid Blue Straight Fit Jeans,2025-11-25,Men — Jeans,1,€ 38.00,€ 15.20,Debit Card,Cust ID: 4877City: DublinGender: FemaleAge Group: 45-54
3475,Mid Blue Straight Fit Jeans,2025-11-25,Men — Jeans,1,€ 38.00,€ 15.20,Debit Card,Cust ID: 4877City: DublinGender: FemaleAge Group: 45-54
3476,White Polo Two Pack,2025-11-25,Children  —  Girls Clothing,2,15.00,7.65,Debit Card,Age: 25–34From: KildareGender: FID 7591
3477,White Polo Two Pack,2025-11-25,Children  —  Girls Clothing,2,15.00,7.65,Debit Card,Age: 25–34From: KildareGender: FID 7591
3478,Lilac/Mint Long Sleeve Shirts,2025-11-26,Children — Girls Clothing,1,€ 26.00,€ 13.26,Credit Card,Cust ID: 10219From: DublinGender: FemaleAge: 25–34
3479,Lilac/Mint Long Sleeve Shirts,2025-11-26,Children — Girls Clothing,1,€ 26.00,€ 13.26,Credit Card,Cust ID: 10219From: DublinGender: FemaleAge: 25–34
3480,Hawaiian Print Sun Safe Two Piece,26 Nov 2025,Children — Girls Clothing,2,EUR 35.00,EUR 17.85,PayPal,Customer ID: 6409From: LimerickGender: MAge Category: 18-24
3481,Hawaiian Print Sun Safe Two Piece,26 Nov 2025,Children — Girls Clothing,2,EUR 35.00,EUR 17.85,PayPal,Customer ID: 6409From: LimerickGender: MAge Category: 18-24
3482,Mid Blue Straight Fit Jeans,2025-11-26,Men — Jeans,1,38.00,15.20,Credit Card,ID: 6341City: DublinGender: FemaleAge Range: 35-44
3483,Mid Blue Straight Fit Jeans,2025-11-26,Men — Jeans,1,38.00,15.20,Credit Card,ID: 6341City: DublinGender: FemaleAge Range: 35-44
3484,Cream Vintage Bin,26-11-2025,Homeware — Bed Bath,3,216.00,75.60,Credit Card,Gender: FemaleAge Category: 45-54City: KildareCust ID: 5969
3485,Cream Vintage Bin,26-11-2025,Homeware — Bed Bath,3,216.00,75.60,Credit Card,Gender: FemaleAge Category: 45-54City: KildareCust ID: 5969
3486,Blue Stripe Snuggle Fit Pyjamas,26 Nov 2025,Children — Boys Clothing,1,€18.50,€9.44,Debit Card,Cust ID: 5384City: CorkGender: MAge: 35-44
3487,Blue Stripe Snuggle Fit Pyjamas,26 Nov 2025,Children — Boys Clothing,1,€18.50,€9.44,Debit Card,Cust ID: 5384City: CorkGender: MAge: 35-44
3488,Black Slim Fit Jeans,2025-11-27,Men — Jeans,1,€46.00,€18.40,Credit Card,Customer ID: 16406Location: DonegalGender: FemaleAge Category: 45-54
3489,Black Slim Fit Jeans,2025-11-27,Men — Jeans,1,€46.00,€18.40,Credit Card,Customer ID: 16406Location: DonegalGender: FemaleAge Category: 45-54
3490,Navy/White Long Sleeve Gingham Cheque Shirt,2025-11-27,Men  — Shirts,2,EUR 58.00,EUR 22.04,Voucher,Customer ID: 4984Location: DonegalGender: MaleAge Range: 25-34
3491,Navy/White Long Sleeve Gingham Cheque Shirt,2025-11-27,Men  — Shirts,2,EUR 58.00,EUR 22.04,Voucher,Customer ID: 4984Location: DonegalGender: MaleAge Range: 25-34
3492,Rose Gold Two Tier Drainer,2025-11-27,Homeware — Design,1,€ 31.00,€ 12.40,Credit Card,ID: 19406City: DublinGender: MAge: 45-54
3493,Rose Gold Two Tier Drainer,2025-11-27,Homeware — Design,1,€ 31.00,€ 12.40,Credit Card,ID: 19406City: DublinGender: MAge: 45-54
3494,Black Cigarette Trousers,2025-11-28,Men — Trousers,1,€24.00,€11.76,Debit Card,Cust ID: 17812Location CorkGender: MaleAge Category: 35—44
3495,Black Cigarette Trousers,2025-11-28,Men — Trousers,1,€24.00,€11.76,Debit Card,Cust ID: 17812Location CorkGender: MaleAge Category: 35—44
3496,Marshall Oxford Shirt,2025-11-28,Men — Shirts,2,126.00,47.88,Credit  Card,Cust ID: 13744City: TipperaryGender: FemaleAge Group: 18-24
3497,Marshall Oxford Shirt,2025-11-28,Men — Shirts,2,126.00,47.88,Credit  Card,Cust ID: 13744City: TipperaryGender: FemaleAge Group: 18-24
3498,White Short Sleeve Bird Print Shirt,28 Nov 2025,Men — Shirts,1,26.10,8.12,Credit Card,ID: 7466City: RoscommonGender: MaleAge Category: 45-54
3499,White Short Sleeve Bird Print Shirt,28 Nov 2025,Men — Shirts,1,26.10,8.12,Credit Card,ID: 7466City: RoscommonGender: MaleAge Category: 45-54
3500,Dwellers Stool,28 Nov 2025,Homeware — Design,1,€ 11.50,€ 4.60,Credit Card,ID 8603City: TipperaryGender: MaleAge Category: 45-54
3501,Dwellers Stool,28 Nov 2025,Homeware — Design,1,€ 11.50,€ 4.60,Credit Card,ID 8603City: TipperaryGender: MaleAge Category: 45-54
3502,Black Bandeau Maxi Dress,2025-11-28,Women — Dresses,1,EUR 30.60,EUR 13.60,Credit Card,ID 4137From: GalwayGender: FemaleAge Category: 35-44
3503,Black Bandeau Maxi Dress,2025-11-28,Women — Dresses,1,EUR 30.60,EUR 13.60,Credit Card,ID 4137From: GalwayGender: FemaleAge Category: 35-44
3504,Rose Print Prom Dress,2025-11-28,Children — Girls Clothing,1,37.00,18.87,CC,ID 18887Location GalwayGender: FAge Category: 25-34
3505,Rose Print Prom Dress,2025-11-28,Children — Girls Clothing,1,37.00,18.87,CC,ID 18887Location GalwayGender: FAge Category: 25-34
3506,Black Skinny Fit Jeans,28 Nov 2025,Men — Jeans,1,EUR 46.00,EUR 18.40,Credit Card,ID 4039Location: DublinGender: FAge Range: 65+
3507,Black Skinny Fit Jeans,28 Nov 2025,Men — Jeans,1,EUR 46.00,EUR 18.40,Credit Card,ID 4039Location: DublinGender: FAge Range: 65+
3508,Dawson Trolley,28-11-2025,Homeware — Design,1,57.00,22.80,Credit  Card,ID: 13856Location: SligoGender: FemaleAge Group: 25-34
3509,Dawson Trolley,28-11-2025,Homeware — Design,1,57.00,22.80,Credit  Card,ID: 13856Location: SligoGender: FemaleAge Group: 25-34
3510,White Cropped Leggings,29-11-2025,Men — Trousers,1,€35.00,€17.15,Debit Card,Cust ID: 1706Location: WaterfordGender: MAge Range: None
3511,White Cropped Leggings,29-11-2025,Men — Trousers,1,€35.00,€17.15,Debit Card,Cust ID: 1706Location: WaterfordGender: MAge Range: None
3512,Pink Floral Blend Printed Dress,29 Nov 2025,Women  — Dresses,1,31.00,15.50,Credit Card,ID 18369Location: LimerickGender: FemaleAge Category: 25–34
3513,Pink Floral Blend Printed Dress,29 Nov 2025,Women  — Dresses,1,31.00,15.50,Credit Card,ID 18369Location: LimerickGender: FemaleAge Category: 25–34
3514,Dark Wash Straight Fit Jeans,2025-11-29,Men —  Jeans,1,EUR 33.00,EUR 13.20,Credit  Card,ID 5386From: DublinGender: MAge Range: 25—34
3515,Dark Wash Straight Fit Jeans,2025-11-29,Men —  Jeans,1,EUR 33.00,EUR 13.20,Credit  Card,ID 5386From: DublinGender: MAge Range: 25—34
3516,Marshall Oxford Shirt,29 Nov 2025,Men — Shirts,2,EUR 126.00,EUR 47.88,Debit Card,ID 4438From: GalwayGender: Prefer not to sayAge Range: 25—34
3517,Marshall Oxford Shirt,29 Nov 2025,Men — Shirts,2,EUR 126.00,EUR 47.88,Debit Card,ID 4438From: GalwayGender: Prefer not to sayAge Range: 25—34
3518,Navy Tailored Trousers,2025-11-29,Men — Trousers,1,€ 42.00,€ 20.58,Debit Card,ID: 19431Location: CorkGender: FemaleAge Group: 35–44
3519,Navy Tailored Trousers,2025-11-29,Men — Trousers,1,€ 42.00,€ 20.58,Debit Card,ID: 19431Location: CorkGender: FemaleAge Group: 35–44
3520,Multi Floral Print Short Dress,"Nov 29, 2025",Women —  Dresses,1,€31.00,€15.50,Debit Card,Cust ID: 7594Location: RoscommonGender: MAge Group: 35-44
3521,Multi Floral Print Short Dress,"Nov 29, 2025",Women —  Dresses,1,€31.00,€15.50,Debit Card,Cust ID: 7594Location: RoscommonGender: MAge Group: 35-44
3522,Black Skinny Fit Jeans,2025-11-30,Men — Jeans,1,€46.00,€18.40,CC,Cust ID: 1634City: CavanGender: MAge Category: 25–34
3523,Black Skinny Fit Jeans,2025-11-30,Men — Jeans,1,€46.00,€18.40,CC,Cust ID: 1634City: CavanGender: MAge Category: 25–34
3524,Set of 3 Animal Canvas Prints,2025-11-30,Homeware — Design,1,€23.50,€9.40,Credit Card,ID: 16828From: DublinGender: MaleAge Category: 18-24
3525,Set of 3 Animal Canvas Prints,2025-11-30,Homeware — Design,1,€23.50,€9.40,Credit Card,ID: 16828From: DublinGender: MaleAge Category: 18-24
3526,Floral Embroidered Kaftan,2025-11-30,Children — Girls Clothing,3,€86.40,€39.36,Credit Card,Gender: FCustomer ID: 1959Location DublinAge Category: 35—44
3527,Floral Embroidered Kaftan,2025-11-30,Children — Girls Clothing,3,€86.40,€39.36,Credit Card,Gender: FCustomer ID: 1959Location DublinAge Category: 35—44
3528,Grey Marl Panda Face Crew,2025-11-30,Children — Boys Clothing,3,34.50,17.59,Credit Card,ID: 6470City: MayoGender: MAge Group: 55-64
3529,Grey Marl Panda Face Crew,2025-11-30,Children — Boys Clothing,3,34.50,17.59,Credit Card,ID: 6470City: MayoGender: MAge Group: 55-64
3530,Light Grey Straight Fit Jeans,30-11-2025,Men —  Jeans,2,€58.00,€23.20,Debit Card,Customer ID: 8359Location DublinGender: Prefer not to sayAge Category: 25–34
3531,Light Grey Straight Fit Jeans,30-11-2025,Men —  Jeans,2,€58.00,€23.20,Debit Card,Customer ID: 8359Location DublinGender: Prefer not to sayAge Category: 25–34
3532,Blue Puff Sleeve T-shirt Five Pack,01 Dec 2025,Children — Girls Clothing,1,21.50,10.96,Debit Card,Customer ID: 9419Location DublinGender: MaleAge Category: 25-34
3533,Blue Puff Sleeve T-shirt Five Pack,01 Dec 2025,Children — Girls Clothing,1,21.50,10.96,Debit Card,Customer ID: 9419Location DublinGender: MaleAge Category: 25-34
3534,Navy Linen Blend Dress,01-12-2025,Women — Dresses,1,30.00,15.00,Credit Card,ID: 5087Location CarlowGender: MaleAge: 25-34
3535,Navy Linen Blend Dress,01-12-2025,Women — Dresses,1,30.00,15.00,Credit Card,ID: 5087Location CarlowGender: MaleAge: 25-34
3536,White Short Sleeve Bird Print Shirt,2025-12-02,Men — Shirts,1,29.00,11.02,Credit Card,ID 5356City: KerryGender: FAge Category: 45-54
3537,White Short Sleeve Bird Print Shirt,2025-12-02,Men — Shirts,1,29.00,11.02,Credit Card,ID 5356City: KerryGender: FAge Category: 45-54
3538,Pink Cheque Shirt Dress,"Dec 02, 2025",Children — Girls Clothing,1,€ 16.50,€ 8.41,Credit Card,Gender: MaleLocation WicklowAge Category: 35–44ID 18447
3539,Pink Cheque Shirt Dress,"Dec 02, 2025",Children — Girls Clothing,1,€ 16.50,€ 8.41,Credit Card,Gender: MaleLocation WicklowAge Category: 35–44ID 18447
3540,Navy Jersey Joggers,02 Dec 2025,Men — Trousers,2,48.00,23.52,Debit Card,Customer ID: 18169Location CorkGender: MaleAge Range: 35-44
3541,Navy Jersey Joggers,02 Dec 2025,Men — Trousers,2,48.00,23.52,Debit Card,Customer ID: 18169Location CorkGender: MaleAge Range: 35-44
3542,Hawaiian Print Sun Safe Two Piece,03-12-2025,Children — Girls Clothing,1,€ 17.50,€ 8.93,Debit Card,Cust ID: 5281From: WaterfordGender: Prefer not to sayAge Group: 55-64
3543,Hawaiian Print Sun Safe Two Piece,03-12-2025,Children — Girls Clothing,1,€ 17.50,€ 8.93,Debit Card,Cust ID: 5281From: WaterfordGender: Prefer not to sayAge Group: 55-64
3544,Lattice Runner,03 Dec 2025,Homeware — Design,1,€ 86.00,€ 34.40,Credit Card,ID 13797City: KildareGender: MaleAge Range: 18—24
3545,Lattice Runner,03 Dec 2025,Homeware — Design,1,€ 86.00,€ 34.40,Credit Card,ID 13797City: KildareGender: MaleAge Range: 18—24
3546,Dark Wash Straight Fit Jeans,2025-12-03,Men — Jeans,1,EUR 33.00,EUR 13.20,Debit Card,From: TipperaryAge Range: 35-44Customer ID: 7381Gender: Female
3547,Dark Wash Straight Fit Jeans,2025-12-03,Men — Jeans,1,EUR 33.00,EUR 13.20,Debit Card,From: TipperaryAge Range: 35-44Customer ID: 7381Gender: Female
3548,Blue Stripe Snuggle Fit Pyjamas,03 Dec 2025,Children —  Boys Clothing,1,€ 18.50,€ 9.44,PayPal,Customer ID: 1469Location: CorkGender: FAge Group: 35-44
3549,Blue Stripe Snuggle Fit Pyjamas,03 Dec 2025,Children —  Boys Clothing,1,€ 18.50,€ 9.44,PayPal,Customer ID: 1469Location: CorkGender: FAge Group: 35-44
3550,Dark Blue Belted Jeans,03 Dec 2025,Men — Jeans,1,€29.00,€11.60,Credit Card,Cust ID: 10059Location: CarlowGender: FemaleAge Category: 25-34
3551,Dark Blue Belted Jeans,03 Dec 2025,Men — Jeans,1,€29.00,€11.60,Credit Card,Cust ID: 10059Location: CarlowGender: FemaleAge Category: 25-34
3552,Red Joggers Two Pack,03 Dec 2025,Children — Boys Clothing,1,EUR 15.00,EUR 7.65,PayPal,ID: 7672From: DublinGender: MAge Range: 35-44
3553,Red Joggers Two Pack,03 Dec 2025,Children — Boys Clothing,1,EUR 15.00,EUR 7.65,PayPal,ID: 7672From: DublinGender: MAge Range: 35-44
3554,Navy Tailored Trousers,03-12-2025,Men — Trousers,3,EUR 126.00,EUR 61.74,Credit Card,Cust ID: 6419Location DublinGender: FemaleAge Category: 35—44
3555,Navy Tailored Trousers,03-12-2025,Men — Trousers,3,EUR 126.00,EUR 61.74,Credit Card,Cust ID: 6419Location DublinGender: FemaleAge Category: 35—44
3556,Blue Puff Sleeve T-shirt Five Pack,2025-12-03,Children — Girls Clothing,2,€43.00,€21.93,Voucher,Customer ID: 3848City: WexfordGender: FemaleAge Range: 35-44
3557,Blue Puff Sleeve T-shirt Five Pack,2025-12-03,Children — Girls Clothing,2,€43.00,€21.93,Voucher,Customer ID: 3848City: WexfordGender: FemaleAge Range: 35-44
3558,Multi Llama Vests Three Pack,2025-12-04,Children — Girls Clothing,1,17.50,8.93,Debit Card,ID: 3951Location: LongfordGender: MaleAge Group: 25-34
3559,Multi Llama Vests Three Pack,2025-12-04,Children — Girls Clothing,1,17.50,8.93,Debit Card,ID: 3951Location: LongfordGender: MaleAge Group: 25-34
3560,White Tie and Shirt Set,04 Dec 2025,Men — Shirts,2,70.00,26.60,Debit Card,ID: 13884Location: MayoGender: FAge Group: 25—34
3561,White Tie and Shirt Set,04 Dec 2025,Men — Shirts,2,70.00,26.60,Debit Card,ID: 13884Location: MayoGender: FAge Group: 25—34
3562,White Polo Two Pack,"Dec 04, 2025",Children — Girls Clothing,1,€6.75,€3.08,Credit Card,ID 13950From: WicklowGender: FemaleAge: 25-34
3563,White Polo Two Pack,"Dec 04, 2025",Children — Girls Clothing,1,€6.75,€3.08,Credit Card,ID 13950From: WicklowGender: FemaleAge: 25-34
3564,Black Single Cuff Shirt,05-12-2025,Men — Shirts,1,42.00,15.96,Credit Card,Customer ID: 10944Location CorkGender: FAge Range: 25-34
3565,Black Single Cuff Shirt,05-12-2025,Men — Shirts,1,42.00,15.96,Credit Card,Customer ID: 10944Location CorkGender: FAge Range: 25-34
3566,Dawson Trolley,2025-12-05,Homeware — Design,1,€ 57.00,€ 22.80,Credit Card,Customer ID: 19237Location: DublinGender: MaleAge Category: 18-24
3567,Dawson Trolley,2025-12-05,Homeware — Design,1,€ 57.00,€ 22.80,Credit Card,Customer ID: 19237Location: DublinGender: MaleAge Category: 18-24
3568,Black Slim Fit Jeans,05-12-2025,Men — Jeans,1,€46.00,€18.40,Debit  Card,Customer ID: 8359City: DublinGender: Prefer not to sayAge: 25-34
3569,Black Slim Fit Jeans,05-12-2025,Men — Jeans,1,€46.00,€18.40,Debit  Card,Customer ID: 8359City: DublinGender: Prefer not to sayAge: 25-34
3570,White Tie and Shirt Set,2025-12-05,Men — Shirts,-1,EUR 35.00,EUR 13.30,Credit Card,Cust ID: 1222Location DublinGender: MAge Category: 45-54
3571,White Tie and Shirt Set,2025-12-05,Men — Shirts,-1,EUR 35.00,EUR 13.30,Credit Card,Cust ID: 1222Location DublinGender: MAge Category: 45-54
3572,Black Skinny Fit Jeans,2025-12-05,Men — Jeans,1,€ 41.40,€ 13.80,Debit Card,Customer ID: 2641Location DublinGender: FemaleAge Group: 18—24
3573,Black Skinny Fit Jeans,2025-12-05,Men — Jeans,1,€ 41.40,€ 13.80,Debit Card,Customer ID: 2641Location DublinGender: FemaleAge Group: 18—24
3574,White Polo Two Pack,2025-12-06,Children — Girls Clothing,2,€13.50,€6.15,Credit Card,ID: 2894From: WicklowGender: MaleAge: 25—34
3575,White Polo Two Pack,2025-12-06,Children — Girls Clothing,2,€13.50,€6.15,Credit Card,ID: 2894From: WicklowGender: MaleAge: 25—34
3576,Marshall Oxford Shirt,06 Dec 2025,Men —  Shirts,3,€189.00,€71.82,Debit Card,Cust ID: 12337Location: WestmeathGender: FAge: 35–44
3577,Marshall Oxford Shirt,06 Dec 2025,Men —  Shirts,3,€189.00,€71.82,Debit Card,Cust ID: 12337Location: WestmeathGender: FAge: 35–44
3578,Knitted Pom Pom Throw,06-12-2025,Homeware — Bed Bath,1,EUR 33.00,EUR 11.55,CC,ID: 13372From: LimerickGender: FemaleAge Range: 18-24
3579,Knitted Pom Pom Throw,06-12-2025,Homeware — Bed Bath,1,EUR 33.00,EUR 11.55,CC,ID: 13372From: LimerickGender: FemaleAge Range: 18-24
3580,Chevron Pattern Towering Heels,2025-12-06,Men — Shoes,1,€57.00,€25.65,Credit Card,ID 8303City: WestmeathGender: MaleAge Category: 35—44
3581,Chevron Pattern Towering Heels,2025-12-06,Men — Shoes,1,€57.00,€25.65,Credit Card,ID 8303City: WestmeathGender: MaleAge Category: 35—44
3582,Blue Corbed Sandals,2025-12-06,Children — Boys Clothing,1,EUR 18.50,EUR 9.44,Credit Card,Cust ID: 3896Location: DublinGender: FemaleAge Range: 25—34
3583,Blue Corbed Sandals,2025-12-06,Children — Boys Clothing,1,EUR 18.50,EUR 9.44,Credit Card,Cust ID: 3896Location: DublinGender: FemaleAge Range: 25—34
3584,Black Skinny Fit Ultra Flex Jeans,06-12-2025,Men — Jeans,1,EUR 33.00,EUR 13.20,Credit Card,Customer ID: 9084Location DublinGender: MaleAge: 35—44
3585,Black Skinny Fit Ultra Flex Jeans,06-12-2025,Men — Jeans,1,EUR 33.00,EUR 13.20,Credit Card,Customer ID: 9084Location DublinGender: MaleAge: 35—44
3586,White Polo Two Pack,2025-12-07,Children — Girls Clothing,1,€ 7.50,€ 3.83,Debit Card,ID 17662Location: DublinGender: FemaleAge: 35-44
3587,White Polo Two Pack,2025-12-07,Children — Girls Clothing,1,€ 7.50,€ 3.83,Debit Card,ID 17662Location: DublinGender: FemaleAge: 35-44
3588,Lodge Women's Shirt,2025-12-07,Women — Tops,1,€ 33.30,€ 18.50,Credit Card,Location: DublinGender: FemaleCustomer ID: 17650Age Group: 35-44
3589,Lodge Women's Shirt,2025-12-07,Women — Tops,1,€ 33.30,€ 18.50,Credit Card,Location: DublinGender: FemaleCustomer ID: 17650Age Group: 35-44
3590,Navy Short Sleeve Linen Blend Shirt,2025-12-07,Men — Shirts,1,€ 21.15,€ 6.58,Credit Card,Cust ID: 11491Location: CorkGender: MAge Range: 25–34
3591,Navy Short Sleeve Linen Blend Shirt,2025-12-07,Men — Shirts,1,€ 21.15,€ 6.58,Credit Card,Cust ID: 11491Location: CorkGender: MAge Range: 25–34
3592,Dawson Trolley,"Dec 07, 2025",Homeware  — Design,1,€57.00,€22.80,Credit Card,Cust ID: 5899From: RoscommonGender: MaleAge Range: 45—54
3593,Dawson Trolley,"Dec 07, 2025",Homeware  — Design,1,€57.00,€22.80,Credit Card,Cust ID: 5899From: RoscommonGender: MaleAge Range: 45—54
3594,Navy/White Long Sleeve Gingham Cheque Shirt,07 Dec 2025,Men — Shirts,2,58.00,22.04,Credit Card,Customer ID: 7059City: DublinGender: FAge: 35-44
3595,Navy/White Long Sleeve Gingham Cheque Shirt,07 Dec 2025,Men — Shirts,2,58.00,22.04,Credit Card,Customer ID: 7059City: DublinGender: FAge: 35-44
3596,Multi Llama Vests Three Pack,2025-12-08,Children — Girls Clothing,1,EUR 17.50,EUR 8.93,Credit Card,ID: 7110Location: MonaghanGender: FemaleAge Range: 35-44
3597,Multi Llama Vests Three Pack,2025-12-08,Children — Girls Clothing,1,EUR 17.50,EUR 8.93,Credit Card,ID: 7110Location: MonaghanGender: FemaleAge Range: 35-44
3598,Black Slim Fit Jeans,2025-12-08,Men — Jeans,1,€ 46.00,€ 18.40,Debit Card,ID: 5179City: LimerickGender: FemaleAge: 45-54
3599,Black Slim Fit Jeans,2025-12-08,Men — Jeans,1,€ 46.00,€ 18.40,Debit Card,ID: 5179City: LimerickGender: FemaleAge: 45-54
3600,Lilac/Mint Long Sleeve Shirts,08 Dec 2025,Children — Girls Clothing,2,€ 52.00,€ 26.52,Credit Card,ID: 5880From: WexfordGender: FemaleAge: 55-64
3601,Lilac/Mint Long Sleeve Shirts,08 Dec 2025,Children — Girls Clothing,2,€ 52.00,€ 26.52,Credit Card,ID: 5880From: WexfordGender: FemaleAge: 55-64
3602,Black Mary Jane Shoes,2025-12-08,Men — Shoes,1,€44.00,€19.80,Credit Card,ID 7228From: DublinGender: FemaleAge Range: 45–54
3603,Black Mary Jane Shoes,2025-12-08,Men — Shoes,1,€44.00,€19.80,Credit Card,ID 7228From: DublinGender: FemaleAge Range: 45–54
3604,Mid Blue Slim Fit Ultra Flex Jeans,08 Dec 2025,Men — Jeans,1,€48.00,€19.20,Credit Card,Gender: MaleCustomer ID: 14900From: WexfordAge Range: 45-54
3605,Mid Blue Slim Fit Ultra Flex Jeans,08 Dec 2025,Men — Jeans,1,€48.00,€19.20,Credit Card,Gender: MaleCustomer ID: 14900From: WexfordAge Range: 45-54
3606,Lunar Cirque Blouse,2025-12-08,Women — Tops,1,21.60,12.00,CC,Cust ID: 17297Location DublinGender: FemaleAge: 35-44
3607,Lunar Cirque Blouse,2025-12-08,Women — Tops,1,21.60,12.00,CC,Cust ID: 17297Location DublinGender: FemaleAge: 35-44
3608,Navy Jersey Joggers,2025-12-08,Men — Trousers,1,€ 24.00,€ 11.76,Credit Card,Cust ID: 9612Location: CorkGender: MAge Category: 45-54
3609,Navy Jersey Joggers,2025-12-08,Men — Trousers,1,€ 24.00,€ 11.76,Credit Card,Cust ID: 9612Location: CorkGender: MAge Category: 45-54
3610,Camp Stool,08 Dec 2025,Homeware — Design,5,€ 82.50,€ 33.00,Credit Card,ID: 9012Location: TipperaryGender: FemaleAge Range: 35-44
3611,Camp Stool,08 Dec 2025,Homeware — Design,5,€ 82.50,€ 33.00,Credit Card,ID: 9012Location: TipperaryGender: FemaleAge Range: 35-44
3612,White Polo Two Pack,"Dec 09, 2025",Children — Girls Clothing,1,€ 6.75,€ 3.08,Debit Card,Age Group: 35-44ID 6512Gender: MaleLocation: Cork
3613,White Polo Two Pack,"Dec 09, 2025",Children — Girls Clothing,1,€ 6.75,€ 3.08,Debit Card,Age Group: 35-44ID 6512Gender: MaleLocation: Cork
3614,Orange/Navy Shorts Three Pack,2025-12-09,Children — Girls Clothing,2,EUR 33.00,EUR 16.83,Debit Card,Cust ID: 10081Location: WaterfordGender: FAge Range: 35-44
3615,Orange/Navy Shorts Three Pack,2025-12-09,Children — Girls Clothing,2,EUR 33.00,EUR 16.83,Debit Card,Cust ID: 10081Location: WaterfordGender: FAge Range: 35-44
3616,Cream Vintage Bin,2025-12-09,Homeware — Bed Bath,2,129.60,36.00,Credit Card,Customer ID: 12116From: DublinGender: FemaleAge Range: 35—44
3617,Cream Vintage Bin,2025-12-09,Homeware — Bed Bath,2,129.60,36.00,Credit Card,Customer ID: 12116From: DublinGender: FemaleAge Range: 35—44
3618,Dark Wash Straight Fit Jeans,09 Dec 2025,Men — Jeans,1,EUR 33.00,EUR 13.20,Voucher,Customer ID: 10156Location: KerryGender: FemaleAge Range: 55-64
3619,Dark Wash Straight Fit Jeans,09 Dec 2025,Men — Jeans,1,EUR 33.00,EUR 13.20,Voucher,Customer ID: 10156Location: KerryGender: FemaleAge Range: 55-64
3620,Navy Jersey Joggers,2025-12-09,Men — Trousers,2,48.00,23.52,Credit Card,ID 8969From: DublinGender: FAge Group: 25–34
3621,Navy Jersey Joggers,2025-12-09,Men — Trousers,2,48.00,23.52,Credit Card,ID 8969From: DublinGender: FAge Group: 25–34
3622,Dwellers Stool,10 Dec 2025,Homeware — Design,1,€ 11.50,€ 4.60,Credit Card,ID: 17678Location DublinGender: MAge Group: 18-24
3623,Dwellers Stool,10 Dec 2025,Homeware — Design,1,€ 11.50,€ 4.60,Credit Card,ID: 17678Location DublinGender: MAge Group: 18-24
3624,Blue Stripe Snuggle Fit Pyjamas,10-12-2025,Children — Boys  Clothing,2,37.00,18.87,Credit Card,Age Category: 55-64Gender: MCustomer ID: 11497Location: Cork
3625,Blue Stripe Snuggle Fit Pyjamas,10-12-2025,Children — Boys  Clothing,2,37.00,18.87,Credit Card,Age Category: 55-64Gender: MCustomer ID: 11497Location: Cork
3626,Mola Headlamp,2025-12-10,Homeware —  Design,1,€43.00,€17.20,CC,Age Category: 35—44Gender: Prefer not to sayFrom: DublinID 4862
3627,Mola Headlamp,2025-12-10,Homeware —  Design,1,€43.00,€17.20,CC,Age Category: 35—44Gender: Prefer not to sayFrom: DublinID 4862
3628,Navy Crew and Jogger Set,10-12-2025,Children — Boys Clothing,2,35.00,17.85,Credit Card,Age Group: 25-34Customer ID: 6806Gender: FemaleCity: Dublin
3629,Navy Crew and Jogger Set,10-12-2025,Children — Boys Clothing,2,35.00,17.85,Credit Card,Age Group: 25-34Customer ID: 6806Gender: FemaleCity: Dublin
3630,Rose Print Prom Dress,2025-12-10,Children — Girls Clothing,2,EUR 74.00,EUR 37.74,Debit Card,ID 17703From: WaterfordGender: MAge Group: 55–64
3631,Rose Print Prom Dress,2025-12-10,Children — Girls Clothing,2,EUR 74.00,EUR 37.74,Debit Card,ID 17703From: WaterfordGender: MAge Group: 55–64
3632,White Tie and Shirt Set,2025-12-10,Men — Shirts,4,€140.00,€53.20,Credit Card,Customer ID: 5481City: MonaghanGender: FemaleAge: 25-34
